Indicator_Trend,Detailed_Indicator_Trend,Unit,OECD_Country,Value,Year,Comparison_to_OECD_average,Labels (multiple graphs only)
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Estonia,78,2022,worse,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Mexico,85.8,2022,worse,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Lithuania,86.5,2022,worse,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Colombia,88,2022,worse,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Netherlands,89.4,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,United Kingdom,89.8,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Canada,90,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Ireland,90,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,New Zealand,90,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Costa Rica,90.2,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,United States,91,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Iceland,91.4,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Sweden,92.5,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Finland,93,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Denmark,93.6,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Italy,93.8,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Chile,93.9,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,France,94.2,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Slovak Republic,94.7,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Austria,95,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Slovenia,95,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Switzerland,95,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Japan,95.4,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Australia,96,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Belgium,96,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Spain,96.1,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Turkey,96.1,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Latvia,96.2,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Norway,96.2,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Czech Republic,96.6,2022,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Greece,97,2021,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Korea,97.3,2022,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Germany,97.4,2021,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Portugal,98,2021,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Israel,98.8,2021,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Luxembourg,99,2021,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Hungary,99.8,2022,better,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,OECD,92.8,--,similar,
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Japan,10.9,2020,better,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Czech Republic,12.8,2020,better,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Canada,15,2021,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,New Zealand,15.6,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Austria,19,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Italy,20.8,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Australia,21,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Spain,21.6,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Belgium,23,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Sweden,24.2,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,France,21.5,2021,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Korea,29.5,2020,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,United States,29.6,2021,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,United Kingdom,49.6,2020,worse,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Mexico,50,2020,worse,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,OECD,24.3,--,similar,anxiety
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Czech Republic,11.8,2020,better,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Italy,17.3,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Japan,17.3,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Spain,18.7,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Canada,19,2021,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Belgium,20,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,United Kingdom,21,2021,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Austria,21,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,France,21.1,2021,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Greece,22.8,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,United States,24.7,2021,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Australia,27.6,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Mexico,27.6,2020,similar,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Sweden,30,2020,worse,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,Korea,36.8,2020,worse,depression
MOOD AND/OR ANXIETY DISORDERS,"% of population that reports having diagnosed mood and/or anxiety disorders, population aged 12+ years, crude rate",percent,OECD,22.4,--,similar,depression
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Australia,15,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Austria,14.9,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Belgium,2.4,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Canada,120,2018,worse,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Czech Republic,1.4,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Denmark,25.9,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,England & Wales,40.9,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Estonia,81,2016,worse,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Finland,25.5,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,France,2.8,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Germany,9.5,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Greece,4.9,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Hungary,0.7,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Ireland,43.5,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Italy,1.8,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Latvia,3.4,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Lithuania,22.6,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Luxembourg,9.3,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Netherlands,4.4,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Norway,49,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Poland,2,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Slovak Republic,3.1,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Sweden,55,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,Turkey,3.6,2016,similar,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,United States,131,2016,worse,
OPIOID TOXICITY DEATHS,"Rate of apparent opioid toxicity deaths per 100,000 people",deaths_per_million_inhabitants,OECD,27,2016,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,New Zealand,88.4,2022,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Canada,88.3,2021,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,United States,86.4,2021,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Australia,85.2,2017,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Switzerland,81.9,2021,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Colombia,80.4,2019,better,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Ireland,80,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Greece,77.1,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Iceland,76.6,2018,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Belgium,75.3,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Norway,74.5,2020,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Luxembourg,74.4,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Israel,73.8,2021,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Italy,72.9,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,United Kingdom,72.9,2019,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Netherlands,71.3,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Austria,70.1,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Spain,70.1,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Costa Rica,70,2018,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Czech Republic,67.9,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Turkey,67.8,2021,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Slovenia,67.7,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Sweden,66.8,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Slovak Republic,66.1,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,France,65.1,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Denmark,64.8,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Finland,64.3,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Germany,64.3,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Hungary,63,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Poland,62.2,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Estonia,57.7,2022,similar,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Korea,52.4,2022,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Chile,50.5,2021,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Latvia,50.2,2022,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Portugal,49.4,2022,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Lithuania,48.1,2022,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,Japan,36.6,2019,worse,
PERCEIVED HEALTH,% of population aged 12 years and older reporting very good or excellent health,percent,OECD,68.5,--,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Turkey,28,2019,worse,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,France,25.3,2021,worse,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Greece,24.9,2019,worse,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Hungary,24.9,2019,worse,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Latvia,22.6,2019,worse,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Slovak Republic,21,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Austria,20.6,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Luxembourg,20.3,2022,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Spain,19.8,2020,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Italy,19.1,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Switzerland,19.1,2017,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Lithuania,18.9,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Chile,17.6,2020,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Czech Republic,17.6,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Slovenia,17.4,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Poland,17.1,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Japan,16.7,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Israel,16.4,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Estonia,15.9,2022,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Belgium,15.4,2017,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Korea,15.4,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Netherlands,14.7,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Germany,14.6,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Portugal,14.2,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Ireland,14,2022,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Denmark,13.9,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Colombia,13,2013,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,United Kingdom,12.7,2021,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Finland,12,2020,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Australia,11.2,2019,similar,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Sweden,9.7,2021,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,United States,8.8,2021,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Canada,8.7,2021,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Mexico,8.6,2021,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,New Zealand,8,2022,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Norway,7,2022,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Costa Rica,6.9,2022,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,Iceland,6.2,2022,better,
SMOKING,"Percentage of people, aged 15 years or older, who reported being a current smoker",percent,OECD,15.7,--,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Korea,44,2021,outlier,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Colombia,41,2021,outlier,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Lithuania,26,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Mexico,25,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Turkey,18,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Chile,16,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Latvia,16,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Portugal,16,2021,worse,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Costa Rica,11,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Japan,11,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Poland,10,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Estonia,9.3,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Spain,8.2,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Belgium,8.1,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,France,7.7,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,New Zealand,6.8,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Australia,6.5,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,United Kingdom,6.3,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Luxembourg,6.1,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Canada,5.3,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Austria,5,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Germany,5,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Italy,4.9,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Ireland,4.8,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Switzerland,4.7,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Netherlands,4.4,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Slovenia,4.3,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Greece,4.1,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Czech Republic,3.9,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Denmark,3.8,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Sweden,3.8,2021,similar,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Hungary,3.7,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Finland,3.5,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Iceland,2.9,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Norway,2.9,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Israel,2.8,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,Slovak Republic,2.8,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,United States,2.6,2021,better,
TUBERCULOSIS,"Incidence rate of active tuberculosis per 100,000 people",rate_per_100K_population,OECD,9.7,2021,similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,058",percent,Australia,15.1,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,025",percent,Australia,5.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,049",percent,Austria,18.5,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,016",percent,Austria,6.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,047",percent,Belgium,18.8,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,061",percent,Canada,13.9,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,010",percent,Canada,7.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,063",percent,Chile,13.3,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,009",percent,Chile,8.6,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,007",percent,China,9.2,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,074",percent,Colombia,9.1,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,011",percent,Colombia,7.4,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,072",percent,Costa Rica,10.7,2021,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,008",percent,Costa Rica,9.1,2019,Worse,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,070",percent,Czech Republic,11.2,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,012",percent,Czech Republic,7,2019,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,052",percent,Denmark,17.6,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,056",percent,Estonia,16,2021,Similar,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,034",percent,Estonia,4.2,2019,Better,
DIABETES,"Rate of newly diagnosed diabetes cases, population aged 1+ years, per 100,046",percent,Finland,20.2,2021,Similar,
